	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_7005	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7006	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	rectivirgula
ASV_7007	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	NA
ASV_7008	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_7011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_7012	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7013	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7014	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7015	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7016	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-008	NA
ASV_7017	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_7018	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7019	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	NA
ASV_7022	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7023	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	aerilata
ASV_7024	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7025	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus	NA
ASV_7026	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7027	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	xanthomarina
ASV_7028	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
ASV_7029	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7030	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_7031	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7032	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fluvialis
ASV_7033	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
ASV_7034	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7035	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7036	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_7037	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] oxidoreducens group	NA
ASV_7039	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7040	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
ASV_7041	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_7042	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7043	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7044	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
ASV_7045	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7046	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	eligens
ASV_7047	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_7048	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7049	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	NA
ASV_7050	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7052	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Oerskovia	NA
ASV_7053	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
ASV_7054	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7055	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV_7056	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7057	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	NA
ASV_7058	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
ASV_7059	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA
ASV_7060	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	NA
ASV_7062	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_7063	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
ASV_7064	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA
ASV_7065	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7066	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_7067	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-011	NA	NA
ASV_7068	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	NA
ASV_7069	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7070	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV_7071	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7072	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_7073	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7074	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_7075	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA	NA
ASV_7076	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	NA	NA
ASV_7077	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7078	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	NA
ASV_7079	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
ASV_7080	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_7081	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7082	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_7083	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7084	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7085	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7086	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7087	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7088	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7090	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7091	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	NA
ASV_7092	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7093	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
ASV_7094	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	NA	NA
ASV_7095	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_7096	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	NA
ASV_7097	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7098	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group	NA
ASV_7099	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
ASV_7100	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7102	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	NA
ASV_7103	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_7104	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7105	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7106	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7107	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7108	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	catus
ASV_7109	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7110	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7111	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_7112	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_7113	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7114	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	NA
ASV_7115	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
ASV_7116	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	marmotae
ASV_7117	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7118	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	NA
ASV_7119	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7121	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7122	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nordii
ASV_7123	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	mizutaii
ASV_7124	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_7125	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7126	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7127	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	subtile
ASV_7128	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7129	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7130	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_7131	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7132	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	bullata
ASV_7136	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7138	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7139	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7140	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_7142	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7143	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7144	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7145	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_7146	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7147	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_7148	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7149	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7150	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	NA	NA	NA
ASV_7151	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	NA
ASV_7152	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_7153	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_7156	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	NA
ASV_7157	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	variabile
ASV_7158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_7159	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	NA
ASV_7160	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_7161	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7162	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus Stoquefichus	massiliensis
ASV_7163	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_7164	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Asteroleplasma	NA
ASV_7165	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7166	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7167	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus Stoquefichus	massiliensis
ASV_7170	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7171	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	NA
ASV_7172	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_7173	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_7175	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	flavefaciens
ASV_7176	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
ASV_7177	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
ASV_7179	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7180	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV_7181	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7182	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
ASV_7183	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
ASV_7185	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_7186	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	NA
ASV_7188	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_7189	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_7190	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	NA
ASV_7192	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_7193	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7195	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA
ASV_7196	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
ASV_7197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	timonensis
ASV_7198	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7199	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_7200	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_7201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	hominis
ASV_7202	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
ASV_7203	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	americanus
ASV_7204	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	NA
ASV_7205	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	NA
ASV_7206	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_7207	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA
ASV_7208	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7209	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7210	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	comes
ASV_7211	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_7214	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV_7215	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7216	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrionaceae UCG-002	NA
ASV_7217	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7219	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_7220	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7221	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
ASV_7222	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
ASV_7224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_7225	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA
ASV_7226	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_7228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	NA	NA
ASV_7229	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
ASV_7231	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7232	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV_7234	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_7235	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	succinatutens
ASV_7236	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7237	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7238	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
ASV_7239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV_7240	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV_7241	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Mitsuokella	jalaludinii
ASV_7242	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA
ASV_7243	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_7244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_7245	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_7247	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	NA
ASV_7248	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7249	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	NA
ASV_7250	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV_7251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_7252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV_7253	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
ASV_7254	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	formicigenerans
ASV_7255	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7256	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA
ASV_7257	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	NA
ASV_7258	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_7259	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	NA
ASV_7260	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_7261	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_7262	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	wexlerae
ASV_7263	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA	NA
ASV_7265	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	porcinum
ASV_7267	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV_7268	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV_7269	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	callidus
ASV_7270	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV_7271	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	succinatutens
ASV_7272	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	porcinum
ASV_7273	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA	NA
ASV_7274	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
ASV_7275	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7276	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
ASV_7277	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_7278	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	NA
ASV_7279	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA
ASV_7280	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_7281	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	massiliensis
ASV_7282	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_7283	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7284	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_7285	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_7286	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	NA
ASV_7287	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	porcinum
ASV_7288	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	succinatutens
ASV_7289	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA
ASV_7290	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pasteuri
ASV_7291	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-008	NA
ASV_7292	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_7293	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
ASV_7294	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	indica
